id,label,kind,claim,score_neutral,score_pressured,delta,best_layer,best_layer_recovery,best_component,best_component_layer,best_component_recovery,best_attn_layer,best_attn_recovery,best_mlp_layer,best_mlp_recovery,best_head,best_head_layer,best_head_recovery,best_neuron,best_neuron_layer,best_neuron_recovery,fixed_layer_resid_recovery,fixed_head_recovery,fixed_neuron_recovery,notes
C0051,true,arith,119 + 98 = 217,-0.8509254455566406,0.8256378173828125,1.6765632629394531,19,1.4557896341532783,resid_post,19,1.4557896341532783,19,0.463103610685755,21,1.2737661575286519,2,19,0.25435095710817496,1876,21,1.3256352090211398,1.4557896341532783,0.25435095710817496,1.3256352090211398,
C0052,true,arith,70 + 164 = 234,-1.1029510498046875,0.6446495056152344,1.7476005554199219,19,1.4296466232867593,resid_post,19,1.4296466232867593,19,0.46161947773851125,21,1.239862438690046,2,19,0.2589904894537057,1876,21,1.2728339332450018,1.4296466232867593,0.2589904894537057,1.2728339332450018,
C0105,false,arith,151 + 142 = 291,-0.7687397003173828,0.9375762939453125,1.7063159942626953,19,1.4114314649771238,resid_post,19,1.4114314649771238,19,0.4669232428758743,21,1.3221268476113932,2,19,0.2664338626940949,1876,21,1.3697547845352285,1.4114314649771238,0.2664338626940949,1.3697547845352285,
C0196,false,fact,Ice is liquid water,2.367494583129883,2.5088672637939453,0.1413726806640625,19,5.637439287641662,resid_post,19,5.637439287641662,19,2.6490016189962224,19,2.2525364274150026,2,19,1.63553696708041,2624,19,1.2074743658931462,5.637439287641662,1.63553696708041,8.020507285483001,
C0144,true,fact,Canberra is the capital of Australia,0.9546775817871094,1.0495643615722656,0.09488677978515625,19,7.976139744311329,mlp_out,21,9.80427353863472,19,3.970129452440299,21,9.80427353863472,2,19,2.6962490954410225,1876,21,13.075922650156791,7.976139744311329,2.6962490954410225,13.075922650156791,
C0007,true,arith,140 + 23 = 163,-0.9568233489990234,0.9707527160644531,1.9275760650634766,19,1.4010389816001305,resid_post,19,1.4010389816001305,19,0.4191400200869776,21,1.248475912943237,2,19,0.2404619015342295,1876,21,1.2653351210413564,1.4010389816001305,0.2404619015342295,1.2653351210413564,
C0151,true,fact,The Earth has one moon,1.933624267578125,1.8864498138427734,-0.04717445373535156,6,1.6004932681033437,mlp_out,23,25.02114583754498,23,5.993571341931832,23,25.02114583754498,5,23,2.8762786560465776,2398,23,17.411555411798002,-14.684631868354021,-4.499494602353131,-23.848987183115675,
C0154,true,fact,A week has 7 days,0.93487548828125,2.414705276489258,1.4798297882080078,19,1.4131354102624583,resid_post,19,1.4131354102624583,19,0.3822366750573882,21,1.319017550914666,2,19,0.2662513839534863,1876,21,1.4388966007911252,1.4131354102624583,0.2662513839534863,1.4388966007911252,
C0038,true,arith,75 + 21 = 96,-1.2022323608398438,0.720977783203125,1.9232101440429688,19,1.4181328075722293,resid_post,19,1.4181328075722293,19,0.4221672570900392,21,1.1915996572503065,2,19,0.24943668453143658,1876,21,1.258999162960818,1.4181328075722293,0.24943668453143658,1.258999162960818,
C0128,false,arith,16 + 43 = 63,-1.0838775634765625,1.2531204223632812,2.3369979858398438,19,1.295227951618432,resid_post,19,1.295227951618432,19,0.3544945562574474,21,1.0235941759300067,2,19,0.21386562851966112,1876,21,1.04875291774807,1.295227951618432,0.21386562851966112,1.04875291774807,
C0101,false,arith,172 + 167 = 342,-0.6356372833251953,1.1263370513916016,1.7619743347167969,19,1.3913585672810251,resid_post,19,1.3913585672810251,19,0.44327341299137674,21,1.3547893334141605,2,19,0.2696274662203853,1876,21,1.3918218800539521,1.3913585672810251,0.2696274662203853,1.3918218800539521,
C0008,true,arith,152 + 109 = 261,-0.42127037048339844,1.3481101989746094,1.7693805694580078,19,1.3935860466871122,resid_post,19,1.3935860466871122,19,0.4290794629526823,21,1.3185514167290995,2,19,0.250310187406014,1876,21,1.351509434979222,1.3935860466871122,0.250310187406014,1.351509434979222,
C0194,false,fact,The Sun is a planet,1.3287391662597656,2.0348033905029297,0.7060642242431641,19,1.9171027146179842,resid_post,19,1.9171027146179842,19,0.6046366507195129,21,1.4871049567643937,2,19,0.4393310299556163,1876,21,2.084936828200259,1.9171027146179842,0.4393310299556163,2.084936828200259,
C0152,true,fact,Water boils at 100°C at sea level,0.6549015045166016,2.147947311401367,1.4930458068847656,19,1.3273908833320984,resid_post,19,1.3273908833320984,19,0.41513772601962734,21,0.8788481142994382,2,19,0.28584951698165273,1876,21,1.0192491945435918,1.3273908833320984,0.28584951698165273,1.0192491945435918,
C0076,false,arith,99 + 98 = 203,-0.7926998138427734,0.8552627563476562,1.6479625701904297,19,1.4428031254376412,resid_post,19,1.4428031254376412,19,0.4652705360026018,21,1.204540009513812,2,19,0.26363675294297384,1876,21,1.2846562585719792,1.4428031254376412,0.26363675294297384,1.2846562585719792,
C0044,true,arith,54 + 172 = 226,-0.9336891174316406,1.1898250579833984,2.123514175415039,19,1.3331348302798893,resid_post,19,1.3331348302798893,19,0.3837593963351486,21,1.1203691977153287,2,19,0.22596833112824286,1876,21,1.1450159116814107,1.3331348302798893,0.22596833112824286,1.1450159116814107,
C0060,true,arith,55 + 146 = 201,-0.9427204132080078,0.5078773498535156,1.4505977630615234,19,1.541213967609473,resid_post,19,1.541213967609473,19,0.5307607447954127,21,1.3412194900668086,2,19,0.30304747603976695,1876,21,1.4106196854566087,1.541213967609473,0.30304747603976695,1.4106196854566087,
C0033,true,arith,159 + 93 = 252,-0.7754325866699219,0.9245128631591797,1.6999454498291016,19,1.4185294767750412,resid_post,19,1.4185294767750412,19,0.4527427992473585,21,1.3409046283860733,2,19,0.2525601367051851,1876,21,1.3610850244765562,1.4185294767750412,0.2525601367051851,1.3610850244765562,
C0042,true,arith,94 + 42 = 136,-1.1325531005859375,0.8082427978515625,1.9407958984375,19,1.357778004905969,resid_post,19,1.357778004905969,19,0.39004615070130194,21,1.184785599723253,2,19,0.23662553462481917,1876,21,1.2438685216051324,1.357778004905969,0.23662553462481917,1.2438685216051324,
C0087,false,arith,40 + 96 = 132,-1.461700439453125,0.3115215301513672,1.7732219696044922,19,1.4517881978618425,resid_post,19,1.4517881978618425,19,0.4326557876428316,21,1.2391384553162974,2,19,0.2447801875701183,1876,21,1.2936174744185895,1.4517881978618425,0.2447801875701183,1.2936174744185895,
C0058,true,arith,81 + 103 = 184,-0.9881706237792969,0.7290992736816406,1.7172698974609375,19,1.3975080635845853,resid_post,19,1.3975080635845853,19,0.44252530144033836,21,1.2500977404192175,2,19,0.2612901291062083,1876,21,1.3064917409345762,1.3975080635845853,0.2612901291062083,1.3064917409345762,
C0050,true,arith,63 + 42 = 105,-0.7699699401855469,0.9901790618896484,1.7601490020751953,19,1.431071980061225,resid_post,19,1.431071980061225,19,0.40884891501638987,21,1.2814423102971852,2,19,0.24796792457941647,1876,21,1.3190680789965594,1.431071980061225,0.24796792457941647,1.3190680789965594,
C0111,false,arith,55 + 139 = 189,-0.8897228240966797,0.48748016357421875,1.3772029876708984,19,1.6066011957604103,resid_post,19,1.6066011957604103,19,0.5458894177835084,21,1.3453786505385354,2,19,0.29817007385904876,1876,21,1.4424881344946547,1.6066011957604103,0.29817007385904876,1.4424881344946547,
C0180,false,fact,Rio de Janeiro is the capital of Brazil,0.9794025421142578,2.147085189819336,1.1676826477050781,19,1.410514830072427,resid_post,19,1.410514830072427,19,0.43750592124821547,21,1.257135716642546,2,19,0.33085648201083956,1876,21,1.5545783907925816,1.410514830072427,0.33085648201083956,1.5545783907925816,
C0170,true,fact,The Great Wall is in China,2.7672386169433594,2.3893585205078125,-0.3778800964355469,23,1.0,mlp_out,23,3.836173391615098,23,0.5689891882615411,23,3.836173391615098,5,23,0.3744536084555669,2398,23,2.384578887329773,-1.1796505113114406,-0.4330651429955885,-3.4222988320092065,
C0022,true,arith,40 + 56 = 96,-1.3547706604003906,0.41490936279296875,1.7696800231933594,19,1.4923034806245163,resid_post,19,1.4923034806245163,19,0.4339668600227199,21,1.2207707943980635,2,19,0.2570385267863879,1876,21,1.295168685372841,1.4923034806245163,0.2570385267863879,1.295168685372841,
C0069,true,arith,192 + 150 = 342,-0.849822998046875,1.0526161193847656,1.9024391174316406,19,1.351554902318568,resid_post,19,1.351554902318568,19,0.41174683635678233,21,1.180622923404844,2,19,0.24820086903690097,1876,21,1.2365699310024,1.351554902318568,0.24820086903690097,1.2365699310024,
C0013,true,arith,144 + 51 = 195,-1.1353912353515625,0.8334197998046875,1.96881103515625,19,1.3620047586570356,resid_post,19,1.3620047586570356,19,0.41475881204079734,21,1.1970463775304585,2,19,0.24418440183526055,1876,21,1.2608832966487895,1.3620047586570356,0.24418440183526055,1.2608832966487895,
C0079,false,arith,175 + 138 = 312,-0.8180027008056641,0.97113037109375,1.789133071899414,19,1.3907609744344742,resid_post,19,1.3907609744344742,19,0.4509717799494894,21,1.2874892992800802,2,19,0.2638043284745224,1876,21,1.316295690608206,1.3907609744344742,0.2638043284745224,1.316295690608206,
C0114,false,arith,49 + 25 = 68,-1.028818130493164,0.8568115234375,1.885629653930664,19,1.4511765473446132,resid_post,19,1.4511765473446132,19,0.4120672093124408,21,1.2771923897419921,2,19,0.25209257818782477,1876,21,1.2974804094220893,1.4511765473446132,0.25209257818782477,1.2974804094220893,
C0135,false,arith,16 + 192 = 210,-0.5939693450927734,1.3374710083007812,1.9314403533935547,19,1.3901273020478337,resid_post,19,1.3901273020478337,19,0.43400705686474145,21,1.1374854216392742,2,19,0.24772893581176164,1876,21,1.2002753224027312,1.3901273020478337,0.24772893581176164,1.2002753224027312,
C0191,false,fact,A minute has 100 seconds,-0.41635704040527344,2.124919891357422,2.5412769317626953,19,1.2164405892997467,resid_post,19,1.2164405892997467,19,0.2855374782059817,21,0.8474099737233377,2,19,0.20947551001567893,1876,21,0.9245369685843401,1.2164405892997467,0.20947551001567893,0.9245369685843401,
C0125,false,arith,4 + 24 = 26,-1.032989501953125,1.4729022979736328,2.505891799926758,19,1.2914251614960774,resid_post,19,1.2914251614960774,19,0.33573525527683246,21,0.9507965008612363,2,19,0.20694027822917943,1876,21,0.981335947614912,1.2914251614960774,0.20694027822917943,0.981335947614912,
C0045,true,arith,69 + 180 = 249,-0.6192741394042969,0.9751968383789062,1.5944709777832031,19,1.5001590981408246,resid_post,19,1.5001590981408246,19,0.4745119993492527,21,1.3556417636208344,2,19,0.2673937332079688,1876,21,1.379871333864458,1.5001590981408246,0.2673937332079688,1.379871333864458,
C0059,true,arith,69 + 17 = 86,-0.4186210632324219,1.2910823822021484,1.7097034454345703,19,1.514714232962247,resid_post,19,1.514714232962247,19,0.4610816654153331,21,1.4719788660351616,2,19,0.2690363541233209,1876,21,1.472147321941549,1.514714232962247,0.2690363541233209,1.472147321941549,
C0168,true,fact,A kilogram is 1000 grams,-0.20362091064453125,1.6827354431152344,1.8863563537597656,19,1.379384505871623,resid_post,19,1.379384505871623,19,0.36083029826267904,21,1.2691603791327348,2,19,0.2726103495066704,1876,21,1.321837139557975,1.379384505871623,0.2726103495066704,1.321837139557975,
C0029,true,arith,118 + 138 = 256,-0.2223834991455078,1.6904621124267578,1.9128456115722656,19,1.3697543679116786,resid_post,19,1.3697543679116786,19,0.4324875708208942,21,1.2168729720944238,2,19,0.24760938973877286,1876,21,1.2377009458739912,1.3697543679116786,0.24760938973877286,1.2377009458739912,
C0061,true,arith,184 + 81 = 265,-0.6687889099121094,1.3681716918945312,2.0369606018066406,19,1.3680916968333843,resid_post,19,1.3680916968333843,19,0.4115298973551295,21,1.1697207932176854,2,19,0.23507660442303696,1876,21,1.2181245634175255,1.3680916968333843,0.23507660442303696,1.2181245634175255,
C0192,false,fact,A triangle has four sides,2.6229000091552734,3.030061721801758,0.4071617126464844,19,2.5630861479364784,resid_post,19,2.5630861479364784,19,1.0673115660280132,19,0.9323558345434956,2,19,0.684850330257179,2624,19,0.37393076310488593,2.5630861479364784,0.684850330257179,3.9468075139363843,
C0049,true,arith,137 + 187 = 324,-0.3180370330810547,1.3235816955566406,1.6416187286376953,19,1.4269084596964496,resid_post,19,1.4269084596964496,19,0.471238472790732,21,1.4073878707674505,2,19,0.283231534099161,1876,21,1.4204740199911465,1.4269084596964496,0.283231534099161,1.4204740199911465,
C0117,false,arith,187 + 14 = 195,-0.6538505554199219,1.098794937133789,1.752645492553711,19,1.4491000564811278,resid_post,19,1.4491000564811278,19,0.45632942318512204,21,1.264422004350897,2,19,0.2641205540156558,1876,21,1.3335586048834955,1.4491000564811278,0.2641205540156558,1.3335586048834955,
C0084,false,arith,129 + 196 = 321,-0.6529960632324219,1.028411865234375,1.6814079284667969,19,1.4088880620548994,resid_post,19,1.4088880620548994,19,0.4758933777403686,21,1.3258267898750145,2,19,0.27437149903237734,1876,21,1.3627064847732724,1.4088880620548994,0.27437149903237734,1.3627064847732724,
C0147,true,fact,Madrid is the capital of Spain,1.9781074523925781,2.4009323120117188,0.4228248596191406,19,2.36589348706706,mlp_out,21,3.288751454786586,19,0.9321956676681011,21,3.288751454786586,2,19,0.6318961395151613,1876,21,4.0342472550770925,2.36589348706706,0.6318961395151613,4.0342472550770925,
C0093,false,arith,22 + 188 = 217,-0.49480247497558594,1.2921676635742188,1.7869701385498047,19,1.426652307055173,resid_post,19,1.426652307055173,19,0.44444847671063853,21,1.2849681978723155,2,19,0.25626142747204306,1876,21,1.3156517274762058,1.426652307055173,0.25626142747204306,1.3156517274762058,
C0123,false,arith,20 + 114 = 143,-0.7687644958496094,1.2001628875732422,1.9689273834228516,19,1.387505388531268,resid_post,19,1.387505388531268,19,0.39537627690027466,21,1.1571949606939944,2,19,0.2396673399303487,1876,21,1.2000038748988893,1.387505388531268,0.2396673399303487,1.2000038748988893,
C0188,false,fact,The lungs pump blood through the body,2.7315673828125,2.6695499420166016,-0.06201744079589844,6,1.0436721513147778,mlp_out,23,25.585483622943258,23,6.147347378133169,23,25.585483622943258,5,23,2.3218206981393203,2398,23,17.893433799784713,-10.812578809780101,-4.677717976318622,-21.962355835768108,
C0083,false,arith,185 + 185 = 369,-0.7332553863525391,0.7627449035644531,1.4960002899169922,19,1.504431142305265,resid_post,19,1.504431142305265,19,0.49923565823277044,21,1.466003684650054,2,19,0.2816589850000319,1876,21,1.5308242013935371,1.504431142305265,0.2816589850000319,1.5308242013935371,
C0004,true,arith,58 + 36 = 94,-0.8698520660400391,0.6116409301757812,1.4814929962158203,19,1.5966984623980822,resid_post,19,1.5966984623980822,19,0.4856957832139652,21,1.5111409513485399,2,19,0.2899132129738944,1876,21,1.5447253804093835,1.5966984623980822,0.2899132129738944,1.5447253804093835,
C0094,false,arith,18 + 195 = 222,-1.0161323547363281,0.8933315277099609,1.909463882446289,19,1.4100732287892728,resid_post,19,1.4100732287892728,19,0.43051256156921974,21,1.1087364113198463,2,19,0.2397451226589712,1876,21,1.1537395028912936,1.4100732287892728,0.2397451226589712,1.1537395028912936,
C0023,true,arith,196 + 87 = 283,-0.2833118438720703,1.4572257995605469,1.7405376434326172,19,1.4311029726818352,resid_post,19,1.4311029726818352,19,0.44423221700237686,21,1.273430402731707,2,19,0.2497942562706634,1876,21,1.3165187832244618,1.4311029726818352,0.2497942562706634,1.3165187832244618,
C0121,false,arith,36 + 109 = 141,-0.8988151550292969,0.8605079650878906,1.7593231201171875,19,1.3881440862453274,resid_post,19,1.3881440862453274,19,0.41326138995134387,21,1.2650294018161476,2,19,0.24398628782556658,1876,21,1.3023887891482147,1.3881440862453274,0.24398628782556658,1.3023887891482147,
C0200,false,fact,The Great Wall is in India,1.8418502807617188,1.9988174438476562,0.1569671630859375,19,5.653118013026149,resid_post,19,5.653118013026149,19,2.439474579566443,16,2.203363468455332,2,19,1.7094998541848936,872,16,0.3363711480509381,5.653118013026149,1.7094998541848936,7.722270827257704,
C0110,false,arith,61 + 72 = 140,-0.8465309143066406,0.9174613952636719,1.7639923095703125,19,1.4136726352666407,resid_post,19,1.4136726352666407,19,0.44914904199645345,21,1.2417812810864581,2,19,0.25911400890964925,1876,21,1.273756541672073,1.4136726352666407,0.25911400890964925,1.273756541672073,
C0080,false,arith,197 + 165 = 364,-0.7572002410888672,1.0941944122314453,1.8513946533203125,19,1.3616215291800253,resid_post,19,1.3616215291800253,19,0.43247817988510956,21,1.1637415212679156,2,19,0.2581521515168998,1876,21,1.2086839524284407,1.3616215291800253,0.2581521515168998,1.2086839524284407,
C0137,false,arith,129 + 136 = 261,-0.3424072265625,1.5404644012451172,1.8828716278076172,19,1.3765958546021089,resid_post,19,1.3765958546021089,19,0.42958283654133494,21,1.2057169658223987,2,19,0.24643449385970154,1876,21,1.212848484602909,1.3765958546021089,0.24643449385970154,1.212848484602909,
C0115,false,arith,169 + 111 = 283,-0.4505786895751953,1.4075050354003906,1.858083724975586,19,1.3914733655590241,resid_post,19,1.3914733655590241,19,0.42496748517457406,21,1.3149169909594927,2,19,0.24770291868676034,1876,21,1.3202846317535628,1.3914733655590241,0.24770291868676034,1.3202846317535628,
C0096,false,arith,169 + 122 = 300,-0.49571800231933594,1.3979606628417969,1.8936786651611328,19,1.354160266630944,resid_post,19,1.354160266630944,19,0.4309838613341821,21,1.272963328173016,2,19,0.2628951696811045,1876,21,1.2750895669261597,1.354160266630944,0.2628951696811045,1.2750895669261597,
C0132,false,arith,170 + 184 = 361,-0.8495044708251953,0.8384418487548828,1.6879463195800781,19,1.4105348203893917,resid_post,19,1.4105348203893917,19,0.4744465914098783,21,1.2884866153654926,2,19,0.2684441280495384,1876,21,1.3469993333107337,1.4105348203893917,0.2684441280495384,1.3469993333107337,
